block,label,method,round,n,f1_mean,f1_std,f1_var,ci_low,ci_high,bytes_cum_mean
heterogeneous,fast50,DFedSAM,10,8,0.3545746859003156,0.02126711138400087,0.00045229002661949946,0.3398373295979565,0.3693120422026747,1029600.0
heterogeneous,fast50,DFedSAM,11,8,0.3547500867363711,0.02947926006449355,0.0008690267739500442,0.33432200173432525,0.37517817173841694,1216800.0
heterogeneous,fast50,DFedSAM,12,8,0.3541926476947831,0.015527476568130425,0.00024110252857383938,0.3434326553982637,0.3649526399913025,1419600.0
heterogeneous,fast50,DFedSAM,13,8,0.35179826703218786,0.028745363985202856,0.0008262959506417975,0.3318787460666076,0.3717177879977681,1638000.0
heterogeneous,fast50,DFedSAM,14,8,0.353550912396162,0.022626676359807096,0.0005119664830914533,0.3378714256322237,0.36923039916010025,1872000.0
heterogeneous,fast50,DFedSAM,15,8,0.35795147646456926,0.02099171890528736,0.0004406522625985987,0.34340495741361254,0.372497995515526,2121600.0
heterogeneous,fast50,DFedSAM,16,8,0.3642173789086902,0.029081353964074613,0.0008457251483837982,0.3440650287664884,0.384369729050892,2386800.0
heterogeneous,fast50,DFedSAM,17,8,0.36634090101256556,0.029891548700785146,0.0008935046837314101,0.3456271145618023,0.38705468746332883,2667600.0
heterogeneous,fast50,DFedSAM,18,8,0.361621660373815,0.02134989202319181,0.0004558178894019492,0.34682694001515946,0.3764163807324705,2964000.0
heterogeneous,fast50,DFedSAM,19,8,0.3591662858972848,0.023254248475074568,0.0005407600721405079,0.34305191384492506,0.3752806579496445,3276000.0
heterogeneous,fast50,DFedSAM,20,8,0.36858852281788057,0.016088912399644682,0.0002588531022034404,0.3574394753393696,0.37973757029639155,3603600.0
heterogeneous,fast50,DFedSAM,21,8,0.3566011510037279,0.018642067111170415,0.00034752666617738167,0.34368285757547745,0.36951944443197837,3946800.0
heterogeneous,fast50,DFedSAM,22,8,0.3595203629774424,0.01932174705507598,0.00037332990926033726,0.34613107537776727,0.3729096505771175,4305600.0
heterogeneous,fast50,DFedSAM,23,8,0.3579257132419932,0.016917938139210352,0.0002862166308821482,0.34620218023570165,0.3696492462482847,4680000.0
heterogeneous,fast50,DFedSAM,24,8,0.34486003066244875,0.01230998685797143,0.00015153577644342933,0.33632964498253165,0.35339041634236584,5070000.0
heterogeneous,fast50,DFedSAM,25,8,0.34481305306206833,0.013353512788020733,0.00017831630377983327,0.335559540805899,0.35406656531823766,5475600.0
heterogeneous,fast50,DFedSAM,26,8,0.3473773421809202,0.020644969143870043,0.0004262147509513462,0.333071108455483,0.3616835759063574,5896800.0
